source,class,confidence,frame
traffic.mp4,car,0.6323,300
traffic.mp4,truck,0.5332,300
traffic.mp4,bus,0.5011,300
traffic.mp4,truck,0.4715,300
traffic.mp4,car,0.4645,300
traffic.mp4,person,0.4256,300
traffic.mp4,car,0.4229,300
traffic.mp4,car,0.3949,300
traffic.mp4,person,0.3449,300
traffic.mp4,car,0.3445,300
traffic.mp4,person,0.3353,300
traffic.mp4,car,0.3108,300
traffic.mp4,car,0.3048,300
traffic.mp4,person,0.2893,300
traffic.mp4,truck,0.2816,300
traffic.mp4,person,0.2756,300
traffic.mp4,person,0.2536,300
traffic.mp4,car,0.2526,300
traffic.mp4,car,0.8321,305
traffic.mp4,car,0.719,305
traffic.mp4,car,0.7042,305
traffic.mp4,car,0.6586,305
traffic.mp4,car,0.6577,305
traffic.mp4,truck,0.6121,305
traffic.mp4,truck,0.6097,305
traffic.mp4,car,0.58,305
traffic.mp4,truck,0.5243,305
traffic.mp4,car,0.4969,305
traffic.mp4,person,0.4568,305
traffic.mp4,car,0.422,305
traffic.mp4,car,0.4177,305
traffic.mp4,person,0.416,305
traffic.mp4,car,0.4118,305
traffic.mp4,truck,0.4047,305
traffic.mp4,car,0.3977,305
traffic.mp4,person,0.3852,305
traffic.mp4,car,0.3754,305
traffic.mp4,car,0.3735,305
traffic.mp4,person,0.3593,305
traffic.mp4,car,0.336,305
traffic.mp4,truck,0.3339,305
traffic.mp4,person,0.3273,305
traffic.mp4,person,0.3003,305
traffic.mp4,motorcycle,0.289,305
traffic.mp4,truck,0.2737,305
traffic.mp4,person,0.2702,305
traffic.mp4,car,0.8437,310
traffic.mp4,car,0.796,310
traffic.mp4,car,0.7762,310
traffic.mp4,car,0.7524,310
traffic.mp4,car,0.6455,310
traffic.mp4,car,0.6413,310
traffic.mp4,truck,0.6005,310
traffic.mp4,bus,0.5592,310
traffic.mp4,car,0.554,310
traffic.mp4,car,0.5213,310
traffic.mp4,truck,0.512,310
traffic.mp4,truck,0.4904,310
traffic.mp4,truck,0.479,310
traffic.mp4,car,0.4629,310
traffic.mp4,car,0.4436,310
traffic.mp4,person,0.4216,310
traffic.mp4,person,0.41,310
traffic.mp4,car,0.3884,310
traffic.mp4,car,0.3838,310
traffic.mp4,person,0.3714,310
traffic.mp4,person,0.3595,310
traffic.mp4,car,0.3251,310
traffic.mp4,car,0.3153,310
traffic.mp4,person,0.2743,310
traffic.mp4,car,0.2513,310
traffic.mp4,car,0.7973,315
traffic.mp4,car,0.7787,315
traffic.mp4,car,0.6693,315
traffic.mp4,car,0.6494,315
traffic.mp4,car,0.6404,315
traffic.mp4,truck,0.6338,315
traffic.mp4,truck,0.5966,315
traffic.mp4,car,0.594,315
traffic.mp4,truck,0.5684,315
traffic.mp4,person,0.465,315
traffic.mp4,person,0.4417,315
traffic.mp4,car,0.4193,315
traffic.mp4,truck,0.3572,315
traffic.mp4,car,0.3457,315
traffic.mp4,car,0.343,315
traffic.mp4,truck,0.3118,315
traffic.mp4,car,0.2932,315
traffic.mp4,truck,0.2854,315
traffic.mp4,person,0.2762,315
traffic.mp4,car,0.2635,315
traffic.mp4,person,0.2587,315
traffic.mp4,car,0.7283,320
traffic.mp4,car,0.7143,320
traffic.mp4,car,0.7096,320
traffic.mp4,car,0.6335,320
traffic.mp4,car,0.6305,320
traffic.mp4,car,0.6135,320
traffic.mp4,car,0.5996,320
traffic.mp4,truck,0.5715,320
traffic.mp4,truck,0.5689,320
traffic.mp4,car,0.5133,320
traffic.mp4,truck,0.4811,320
traffic.mp4,car,0.4798,320
traffic.mp4,car,0.4797,320
traffic.mp4,truck,0.4585,320
traffic.mp4,motorcycle,0.3448,320
traffic.mp4,person,0.3423,320
traffic.mp4,truck,0.3182,320
traffic.mp4,person,0.3079,320
traffic.mp4,car,0.2926,320
traffic.mp4,truck,0.2867,320
traffic.mp4,person,0.2633,320
traffic.mp4,car,0.2571,320
traffic.mp4,car,0.7788,325
traffic.mp4,car,0.7765,325
traffic.mp4,car,0.7682,325
traffic.mp4,car,0.6754,325
traffic.mp4,car,0.6629,325
traffic.mp4,car,0.6296,325
traffic.mp4,car,0.5787,325
traffic.mp4,car,0.5765,325
traffic.mp4,truck,0.5241,325
traffic.mp4,car,0.5241,325
traffic.mp4,truck,0.4843,325
traffic.mp4,car,0.4705,325
traffic.mp4,truck,0.422,325
traffic.mp4,car,0.3948,325
traffic.mp4,car,0.378,325
traffic.mp4,car,0.3059,325
traffic.mp4,person,0.2929,325
traffic.mp4,bus,0.2579,325
traffic.mp4,person,0.2514,325
traffic.mp4,car,0.8041,330
traffic.mp4,car,0.7058,330
traffic.mp4,car,0.6306,330
traffic.mp4,car,0.5741,330
traffic.mp4,person,0.5299,330
traffic.mp4,car,0.5035,330
traffic.mp4,truck,0.5019,330
traffic.mp4,car,0.4831,330
traffic.mp4,car,0.4638,330
traffic.mp4,car,0.4635,330
traffic.mp4,car,0.4485,330
traffic.mp4,truck,0.4419,330
traffic.mp4,car,0.4336,330
traffic.mp4,truck,0.42,330
traffic.mp4,car,0.3792,330
traffic.mp4,truck,0.3138,330
traffic.mp4,person,0.3137,330
traffic.mp4,bus,0.3056,330
traffic.mp4,person,0.2937,330
traffic.mp4,bus,0.2923,330
traffic.mp4,car,0.28,330
traffic.mp4,person,0.2689,330
traffic.mp4,person,0.2632,330
traffic.mp4,car,0.781,335
traffic.mp4,car,0.718,335
traffic.mp4,car,0.7031,335
traffic.mp4,car,0.6797,335
traffic.mp4,truck,0.6227,335
traffic.mp4,truck,0.5507,335
traffic.mp4,car,0.5458,335
traffic.mp4,car,0.5238,335
traffic.mp4,car,0.5078,335
traffic.mp4,truck,0.4739,335
traffic.mp4,car,0.4676,335
traffic.mp4,truck,0.4407,335
traffic.mp4,person,0.4205,335
traffic.mp4,car,0.3844,335
traffic.mp4,person,0.3817,335
traffic.mp4,person,0.3665,335
traffic.mp4,person,0.3634,335
traffic.mp4,person,0.3264,335
traffic.mp4,truck,0.3254,335
traffic.mp4,car,0.2541,335
traffic.mp4,car,0.2512,335
traffic.mp4,car,0.7432,340
traffic.mp4,car,0.74,340
traffic.mp4,car,0.7316,340
traffic.mp4,car,0.6921,340
traffic.mp4,truck,0.5897,340
traffic.mp4,car,0.5662,340
traffic.mp4,truck,0.5436,340
traffic.mp4,bus,0.5416,340
traffic.mp4,bus,0.5106,340
traffic.mp4,person,0.4742,340
traffic.mp4,car,0.4692,340
traffic.mp4,car,0.4603,340
traffic.mp4,car,0.4237,340
traffic.mp4,person,0.4089,340
traffic.mp4,truck,0.3847,340
traffic.mp4,car,0.3592,340
traffic.mp4,truck,0.3218,340
traffic.mp4,truck,0.3143,340
traffic.mp4,person,0.2963,340
traffic.mp4,truck,0.2859,340
traffic.mp4,car,0.2752,340
traffic.mp4,person,0.2626,340
traffic.mp4,car,0.2539,340
traffic.mp4,car,0.71,345
traffic.mp4,car,0.7078,345
traffic.mp4,car,0.6867,345
traffic.mp4,car,0.5944,345
traffic.mp4,truck,0.5924,345
traffic.mp4,car,0.5704,345
traffic.mp4,car,0.5218,345
traffic.mp4,person,0.5181,345
traffic.mp4,truck,0.4401,345
traffic.mp4,truck,0.4237,345
traffic.mp4,bus,0.3831,345
traffic.mp4,person,0.376,345
traffic.mp4,truck,0.3522,345
traffic.mp4,truck,0.3499,345
traffic.mp4,car,0.3019,345
traffic.mp4,truck,0.2867,345
traffic.mp4,car,0.2747,345
traffic.mp4,car,0.2522,345
traffic.mp4,car,0.7956,350
traffic.mp4,truck,0.6327,350
traffic.mp4,car,0.6161,350
traffic.mp4,car,0.608,350
traffic.mp4,car,0.5943,350
traffic.mp4,car,0.5397,350
traffic.mp4,car,0.5271,350
traffic.mp4,truck,0.5139,350
traffic.mp4,bus,0.4945,350
traffic.mp4,person,0.4382,350
traffic.mp4,car,0.4163,350
traffic.mp4,car,0.3859,350
traffic.mp4,person,0.3829,350
traffic.mp4,person,0.3815,350
traffic.mp4,bus,0.3569,350
traffic.mp4,car,0.3532,350
traffic.mp4,car,0.3496,350
traffic.mp4,truck,0.3433,350
traffic.mp4,car,0.3177,350
traffic.mp4,person,0.2697,350
traffic.mp4,person,0.2617,350
traffic.mp4,person,0.25,350
traffic.mp4,car,0.7634,355
traffic.mp4,truck,0.7252,355
traffic.mp4,car,0.6902,355
traffic.mp4,car,0.6596,355
traffic.mp4,car,0.6507,355
traffic.mp4,truck,0.6003,355
traffic.mp4,car,0.5892,355
traffic.mp4,car,0.45,355
traffic.mp4,car,0.398,355
traffic.mp4,truck,0.3916,355
traffic.mp4,car,0.367,355
traffic.mp4,truck,0.3429,355
traffic.mp4,car,0.3385,355
traffic.mp4,truck,0.3385,355
traffic.mp4,person,0.3207,355
traffic.mp4,car,0.2863,355
traffic.mp4,person,0.2605,355
traffic.mp4,person,0.2594,355
traffic.mp4,car,0.2528,355
traffic.mp4,car,0.8149,360
traffic.mp4,car,0.6638,360
traffic.mp4,car,0.6181,360
traffic.mp4,truck,0.6042,360
traffic.mp4,car,0.6005,360
traffic.mp4,bus,0.5204,360
traffic.mp4,car,0.5051,360
traffic.mp4,truck,0.4418,360
traffic.mp4,person,0.4183,360
traffic.mp4,truck,0.4024,360
traffic.mp4,person,0.3967,360
traffic.mp4,person,0.3848,360
traffic.mp4,car,0.3834,360
traffic.mp4,car,0.3348,360
traffic.mp4,car,0.3325,360
traffic.mp4,person,0.3198,360
traffic.mp4,car,0.3184,360
traffic.mp4,truck,0.3175,360
traffic.mp4,car,0.3095,360
traffic.mp4,truck,0.2939,360
traffic.mp4,person,0.2923,360
traffic.mp4,car,0.2748,360
traffic.mp4,car,0.2672,360
traffic.mp4,truck,0.257,360
traffic.mp4,person,0.2562,360
traffic.mp4,car,0.7717,365
traffic.mp4,car,0.6525,365
traffic.mp4,truck,0.6022,365
traffic.mp4,car,0.5696,365
traffic.mp4,car,0.5333,365
traffic.mp4,truck,0.4944,365
traffic.mp4,car,0.4898,365
traffic.mp4,bus,0.4877,365
traffic.mp4,truck,0.4386,365
traffic.mp4,car,0.3906,365
traffic.mp4,person,0.3562,365
traffic.mp4,truck,0.3418,365
traffic.mp4,car,0.3333,365
traffic.mp4,person,0.3275,365
traffic.mp4,car,0.3099,365
traffic.mp4,truck,0.3051,365
traffic.mp4,person,0.3022,365
traffic.mp4,truck,0.2998,365
traffic.mp4,car,0.2907,365
traffic.mp4,car,0.2853,365
traffic.mp4,person,0.2566,365
traffic.mp4,truck,0.2514,365
traffic.mp4,car,0.767,370
traffic.mp4,bus,0.7519,370
traffic.mp4,truck,0.7278,370
traffic.mp4,car,0.6737,370
traffic.mp4,truck,0.6223,370
traffic.mp4,truck,0.6187,370
traffic.mp4,car,0.5499,370
traffic.mp4,car,0.4782,370
traffic.mp4,person,0.4574,370
traffic.mp4,car,0.4491,370
traffic.mp4,car,0.4459,370
traffic.mp4,truck,0.4353,370
traffic.mp4,car,0.3967,370
traffic.mp4,person,0.3776,370
traffic.mp4,person,0.3723,370
traffic.mp4,truck,0.3696,370
traffic.mp4,car,0.331,370
traffic.mp4,person,0.3179,370
traffic.mp4,car,0.3091,370
traffic.mp4,car,0.284,370
traffic.mp4,person,0.2566,370
traffic.mp4,truck,0.252,370
traffic.mp4,truck,0.7424,375
traffic.mp4,car,0.6541,375
traffic.mp4,car,0.5868,375
traffic.mp4,bus,0.57,375
traffic.mp4,car,0.5578,375
traffic.mp4,person,0.4973,375
traffic.mp4,truck,0.4734,375
traffic.mp4,person,0.446,375
traffic.mp4,car,0.4415,375
traffic.mp4,truck,0.434,375
traffic.mp4,truck,0.4252,375
traffic.mp4,car,0.3962,375
traffic.mp4,car,0.3927,375
traffic.mp4,car,0.3678,375
traffic.mp4,person,0.356,375
traffic.mp4,car,0.3445,375
traffic.mp4,car,0.3212,375
traffic.mp4,bus,0.2918,375
traffic.mp4,car,0.2878,375
traffic.mp4,person,0.2719,375
traffic.mp4,car,0.2534,375
traffic.mp4,truck,0.6756,380
traffic.mp4,car,0.6364,380
traffic.mp4,truck,0.5479,380
traffic.mp4,car,0.5107,380
traffic.mp4,car,0.5055,380
traffic.mp4,car,0.4835,380
traffic.mp4,truck,0.4711,380
traffic.mp4,car,0.4606,380
traffic.mp4,car,0.3964,380
traffic.mp4,car,0.3949,380
traffic.mp4,car,0.3912,380
traffic.mp4,car,0.3618,380
traffic.mp4,truck,0.3321,380
traffic.mp4,truck,0.3081,380
traffic.mp4,person,0.2887,380
traffic.mp4,car,0.2647,380
traffic.mp4,car,0.7531,385
traffic.mp4,truck,0.6123,385
traffic.mp4,car,0.6044,385
traffic.mp4,bus,0.6011,385
traffic.mp4,car,0.5419,385
traffic.mp4,car,0.5117,385
traffic.mp4,car,0.4994,385
traffic.mp4,car,0.4958,385
traffic.mp4,person,0.4583,385
traffic.mp4,car,0.4345,385
traffic.mp4,truck,0.4229,385
traffic.mp4,car,0.4201,385
traffic.mp4,car,0.4163,385
traffic.mp4,car,0.3844,385
traffic.mp4,car,0.3588,385
traffic.mp4,car,0.3515,385
traffic.mp4,car,0.3426,385
traffic.mp4,truck,0.3356,385
traffic.mp4,person,0.3297,385
traffic.mp4,truck,0.3227,385
traffic.mp4,person,0.3117,385
traffic.mp4,car,0.2937,385
traffic.mp4,car,0.2681,385
traffic.mp4,car,0.7892,390
traffic.mp4,bus,0.6916,390
traffic.mp4,car,0.5939,390
traffic.mp4,person,0.5734,390
traffic.mp4,car,0.5526,390
traffic.mp4,truck,0.5238,390
traffic.mp4,truck,0.4992,390
traffic.mp4,car,0.4774,390
traffic.mp4,car,0.4716,390
traffic.mp4,truck,0.4548,390
traffic.mp4,car,0.4544,390
traffic.mp4,bus,0.4252,390
traffic.mp4,car,0.3975,390
traffic.mp4,car,0.3629,390
traffic.mp4,car,0.3298,390
traffic.mp4,car,0.2736,390
traffic.mp4,car,0.2686,390
traffic.mp4,bus,0.8373,395
traffic.mp4,car,0.795,395
traffic.mp4,car,0.7501,395
traffic.mp4,car,0.6644,395
traffic.mp4,car,0.5841,395
traffic.mp4,bus,0.518,395
traffic.mp4,truck,0.4846,395
traffic.mp4,car,0.4592,395
traffic.mp4,person,0.4425,395
traffic.mp4,car,0.4363,395
traffic.mp4,car,0.4354,395
traffic.mp4,car,0.4188,395
traffic.mp4,car,0.4159,395
traffic.mp4,truck,0.3349,395
traffic.mp4,car,0.2656,395
traffic.mp4,bus,0.8819,400
traffic.mp4,car,0.7455,400
traffic.mp4,car,0.6674,400
traffic.mp4,truck,0.5947,400
traffic.mp4,car,0.5813,400
traffic.mp4,car,0.577,400
traffic.mp4,person,0.548,400
traffic.mp4,truck,0.528,400
traffic.mp4,car,0.4793,400
traffic.mp4,car,0.4564,400
traffic.mp4,person,0.4377,400
traffic.mp4,car,0.3787,400
traffic.mp4,car,0.3752,400
traffic.mp4,car,0.3464,400
traffic.mp4,car,0.3342,400
traffic.mp4,person,0.2817,400
traffic.mp4,car,0.7413,405
traffic.mp4,bus,0.7255,405
traffic.mp4,car,0.7226,405
traffic.mp4,truck,0.7132,405
traffic.mp4,car,0.6288,405
traffic.mp4,truck,0.5924,405
traffic.mp4,car,0.5629,405
traffic.mp4,car,0.515,405
traffic.mp4,car,0.4593,405
traffic.mp4,car,0.4468,405
traffic.mp4,truck,0.4354,405
traffic.mp4,car,0.4011,405
traffic.mp4,person,0.3942,405
traffic.mp4,truck,0.2914,405
traffic.mp4,person,0.2849,405
traffic.mp4,car,0.2756,405
traffic.mp4,car,0.2654,405
traffic.mp4,car,0.7081,410
traffic.mp4,car,0.6665,410
traffic.mp4,truck,0.5466,410
traffic.mp4,car,0.5155,410
traffic.mp4,car,0.4945,410
traffic.mp4,truck,0.4802,410
traffic.mp4,car,0.4573,410
traffic.mp4,car,0.372,410
traffic.mp4,bus,0.3649,410
traffic.mp4,truck,0.3533,410
traffic.mp4,car,0.3313,410
traffic.mp4,truck,0.2712,410
traffic.mp4,car,0.2624,410
traffic.mp4,truck,0.2529,410
traffic.mp4,car,0.7105,415
traffic.mp4,bus,0.6896,415
traffic.mp4,car,0.6592,415
traffic.mp4,truck,0.6447,415
traffic.mp4,car,0.6083,415
traffic.mp4,car,0.5648,415
traffic.mp4,car,0.5306,415
traffic.mp4,car,0.4146,415
traffic.mp4,truck,0.4046,415
traffic.mp4,person,0.3755,415
traffic.mp4,person,0.3651,415
traffic.mp4,person,0.2964,415
traffic.mp4,car,0.2957,415
traffic.mp4,car,0.2911,415
traffic.mp4,car,0.2848,415
traffic.mp4,truck,0.2846,415
traffic.mp4,car,0.7935,420
traffic.mp4,car,0.668,420
traffic.mp4,bus,0.6564,420
traffic.mp4,car,0.5966,420
traffic.mp4,car,0.5831,420
traffic.mp4,truck,0.5528,420
traffic.mp4,car,0.5482,420
traffic.mp4,truck,0.5249,420
traffic.mp4,car,0.3895,420
traffic.mp4,car,0.372,420
traffic.mp4,car,0.3703,420
traffic.mp4,car,0.3544,420
traffic.mp4,truck,0.3498,420
traffic.mp4,car,0.3074,420
traffic.mp4,truck,0.3024,420
traffic.mp4,person,0.2545,420
traffic.mp4,car,0.7546,425
traffic.mp4,car,0.749,425
traffic.mp4,bus,0.7344,425
traffic.mp4,car,0.6842,425
traffic.mp4,car,0.6675,425
traffic.mp4,car,0.6465,425
traffic.mp4,car,0.616,425
traffic.mp4,truck,0.6149,425
traffic.mp4,truck,0.5771,425
traffic.mp4,car,0.4986,425
traffic.mp4,car,0.4662,425
traffic.mp4,car,0.4323,425
traffic.mp4,car,0.4071,425
traffic.mp4,person,0.4055,425
traffic.mp4,person,0.3612,425
traffic.mp4,car,0.33,425
traffic.mp4,person,0.3255,425
traffic.mp4,car,0.3235,425
traffic.mp4,car,0.3021,425
traffic.mp4,person,0.2843,425
traffic.mp4,car,0.2722,425
traffic.mp4,truck,0.2603,425
traffic.mp4,bus,0.2509,425
traffic.mp4,bus,0.8043,430
traffic.mp4,car,0.7134,430
traffic.mp4,car,0.7097,430
traffic.mp4,car,0.7033,430
traffic.mp4,car,0.6966,430
traffic.mp4,car,0.6759,430
traffic.mp4,car,0.6355,430
traffic.mp4,truck,0.6312,430
traffic.mp4,car,0.5162,430
traffic.mp4,car,0.4792,430
traffic.mp4,truck,0.4668,430
traffic.mp4,car,0.4331,430
traffic.mp4,car,0.4154,430
traffic.mp4,car,0.3932,430
traffic.mp4,person,0.3927,430
traffic.mp4,person,0.3358,430
traffic.mp4,car,0.3106,430
traffic.mp4,car,0.2837,430
traffic.mp4,truck,0.2573,430
traffic.mp4,bus,0.8414,435
traffic.mp4,car,0.7738,435
traffic.mp4,car,0.6869,435
traffic.mp4,truck,0.6378,435
traffic.mp4,car,0.6363,435
traffic.mp4,car,0.6359,435
traffic.mp4,car,0.6303,435
traffic.mp4,car,0.5708,435
traffic.mp4,person,0.569,435
traffic.mp4,car,0.5531,435
traffic.mp4,car,0.5018,435
traffic.mp4,car,0.4431,435
traffic.mp4,car,0.4111,435
traffic.mp4,truck,0.3794,435
traffic.mp4,car,0.3706,435
traffic.mp4,car,0.3094,435
traffic.mp4,truck,0.2598,435
traffic.mp4,car,0.7535,440
traffic.mp4,car,0.7089,440
traffic.mp4,truck,0.5868,440
traffic.mp4,car,0.5632,440
traffic.mp4,person,0.5417,440
traffic.mp4,car,0.5361,440
traffic.mp4,car,0.5097,440
traffic.mp4,car,0.4421,440
traffic.mp4,car,0.4411,440
traffic.mp4,bus,0.4407,440
traffic.mp4,car,0.4092,440
traffic.mp4,car,0.4063,440
traffic.mp4,truck,0.3683,440
traffic.mp4,car,0.3523,440
traffic.mp4,person,0.3445,440
traffic.mp4,truck,0.3017,440
traffic.mp4,car,0.2526,440
traffic.mp4,car,0.6985,445
traffic.mp4,car,0.6583,445
traffic.mp4,truck,0.6255,445
traffic.mp4,car,0.5845,445
traffic.mp4,person,0.5376,445
traffic.mp4,person,0.5286,445
traffic.mp4,car,0.519,445
traffic.mp4,car,0.5134,445
traffic.mp4,car,0.491,445
traffic.mp4,truck,0.3965,445
traffic.mp4,bus,0.3861,445
traffic.mp4,car,0.3368,445
traffic.mp4,truck,0.3134,445
traffic.mp4,car,0.2886,445
traffic.mp4,truck,0.2783,445
traffic.mp4,car,0.2693,445
traffic.mp4,car,0.805,450
traffic.mp4,car,0.7215,450
traffic.mp4,car,0.6189,450
traffic.mp4,person,0.59,450
traffic.mp4,car,0.5115,450
traffic.mp4,truck,0.4961,450
traffic.mp4,car,0.4953,450
traffic.mp4,bus,0.4808,450
traffic.mp4,car,0.452,450
traffic.mp4,car,0.434,450
traffic.mp4,bus,0.4336,450
traffic.mp4,car,0.3749,450
traffic.mp4,truck,0.3408,450
traffic.mp4,bus,0.263,450
traffic.mp4,car,0.256,450
traffic.mp4,car,0.7459,455
traffic.mp4,car,0.6892,455
traffic.mp4,car,0.6833,455
traffic.mp4,car,0.6298,455
traffic.mp4,truck,0.5749,455
traffic.mp4,person,0.5727,455
traffic.mp4,truck,0.5528,455
traffic.mp4,car,0.5474,455
traffic.mp4,car,0.5285,455
traffic.mp4,bus,0.5269,455
traffic.mp4,bus,0.4819,455
traffic.mp4,bus,0.4572,455
traffic.mp4,bus,0.4519,455
traffic.mp4,car,0.3642,455
traffic.mp4,car,0.3425,455
traffic.mp4,car,0.3414,455
traffic.mp4,car,0.2724,455
traffic.mp4,car,0.2575,455
traffic.mp4,car,0.2548,455
traffic.mp4,car,0.7445,460
traffic.mp4,car,0.7442,460
traffic.mp4,car,0.6245,460
traffic.mp4,truck,0.5957,460
traffic.mp4,truck,0.5771,460
traffic.mp4,bus,0.5657,460
traffic.mp4,car,0.5141,460
traffic.mp4,car,0.5075,460
traffic.mp4,person,0.4705,460
traffic.mp4,car,0.3724,460
traffic.mp4,car,0.3527,460
traffic.mp4,car,0.3436,460
traffic.mp4,car,0.3312,460
traffic.mp4,person,0.3234,460
traffic.mp4,car,0.287,460
traffic.mp4,car,0.2531,460
traffic.mp4,car,0.7035,465
traffic.mp4,car,0.6411,465
traffic.mp4,car,0.5891,465
traffic.mp4,truck,0.5625,465
traffic.mp4,car,0.522,465
traffic.mp4,truck,0.5219,465
traffic.mp4,car,0.5184,465
traffic.mp4,car,0.5168,465
traffic.mp4,bus,0.4956,465
traffic.mp4,car,0.4321,465
traffic.mp4,person,0.41,465
traffic.mp4,car,0.4079,465
traffic.mp4,truck,0.3839,465
traffic.mp4,person,0.334,465
traffic.mp4,car,0.3227,465
traffic.mp4,bus,0.2744,465
traffic.mp4,car,0.2581,465
traffic.mp4,car,0.7928,470
traffic.mp4,truck,0.68,470
traffic.mp4,car,0.6246,470
traffic.mp4,truck,0.6216,470
traffic.mp4,car,0.6165,470
traffic.mp4,car,0.5955,470
traffic.mp4,car,0.5619,470
traffic.mp4,person,0.5466,470
traffic.mp4,car,0.449,470
traffic.mp4,bus,0.4427,470
traffic.mp4,truck,0.4347,470
traffic.mp4,car,0.4121,470
traffic.mp4,car,0.3936,470
traffic.mp4,car,0.3883,470
traffic.mp4,car,0.3799,470
traffic.mp4,car,0.3213,470
traffic.mp4,car,0.293,470
traffic.mp4,car,0.7744,475
traffic.mp4,bus,0.6821,475
traffic.mp4,car,0.6694,475
traffic.mp4,car,0.6417,475
traffic.mp4,truck,0.6386,475
traffic.mp4,car,0.6228,475
traffic.mp4,bus,0.4914,475
traffic.mp4,car,0.4838,475
traffic.mp4,truck,0.4765,475
traffic.mp4,car,0.471,475
traffic.mp4,truck,0.428,475
traffic.mp4,car,0.4169,475
traffic.mp4,car,0.4143,475
traffic.mp4,person,0.3946,475
traffic.mp4,car,0.365,475
traffic.mp4,car,0.3111,475
traffic.mp4,car,0.3016,475
traffic.mp4,car,0.2701,475
traffic.mp4,car,0.8697,480
traffic.mp4,truck,0.7591,480
traffic.mp4,car,0.74,480
traffic.mp4,car,0.6178,480
traffic.mp4,car,0.5835,480
traffic.mp4,car,0.5122,480
traffic.mp4,truck,0.4961,480
traffic.mp4,bus,0.4654,480
traffic.mp4,car,0.4424,480
traffic.mp4,car,0.4258,480
traffic.mp4,car,0.4036,480
traffic.mp4,car,0.4033,480
traffic.mp4,car,0.3925,480
traffic.mp4,truck,0.3796,480
traffic.mp4,bus,0.3687,480
traffic.mp4,car,0.3565,480
traffic.mp4,car,0.3518,480
traffic.mp4,car,0.3499,480
traffic.mp4,car,0.2749,480
traffic.mp4,bus,0.2563,480
traffic.mp4,car,0.8857,485
traffic.mp4,car,0.7708,485
traffic.mp4,car,0.6539,485
traffic.mp4,truck,0.6259,485
traffic.mp4,car,0.6027,485
traffic.mp4,car,0.5882,485
traffic.mp4,truck,0.5411,485
traffic.mp4,car,0.4788,485
traffic.mp4,car,0.438,485
traffic.mp4,car,0.4364,485
traffic.mp4,truck,0.4041,485
traffic.mp4,car,0.3979,485
traffic.mp4,car,0.3944,485
traffic.mp4,bus,0.3441,485
traffic.mp4,person,0.3357,485
traffic.mp4,truck,0.3247,485
traffic.mp4,car,0.2878,485
traffic.mp4,car,0.2615,485
traffic.mp4,car,0.2518,485
traffic.mp4,car,0.8682,490
traffic.mp4,car,0.6982,490
traffic.mp4,car,0.6686,490
traffic.mp4,car,0.6653,490
traffic.mp4,car,0.6003,490
traffic.mp4,bus,0.5933,490
traffic.mp4,truck,0.5877,490
traffic.mp4,car,0.5751,490
traffic.mp4,car,0.5514,490
traffic.mp4,truck,0.5018,490
traffic.mp4,truck,0.4586,490
traffic.mp4,car,0.3985,490
traffic.mp4,car,0.3819,490
traffic.mp4,car,0.3786,490
traffic.mp4,truck,0.3457,490
traffic.mp4,car,0.3253,490
traffic.mp4,car,0.3152,490
traffic.mp4,car,0.3148,490
traffic.mp4,car,0.2935,490
traffic.mp4,car,0.2928,490
traffic.mp4,car,0.2655,490
traffic.mp4,car,0.8198,495
traffic.mp4,car,0.7744,495
traffic.mp4,car,0.75,495
traffic.mp4,car,0.6977,495
traffic.mp4,car,0.6924,495
traffic.mp4,truck,0.5713,495
traffic.mp4,truck,0.5559,495
traffic.mp4,car,0.539,495
traffic.mp4,car,0.4831,495
traffic.mp4,car,0.4805,495
traffic.mp4,bus,0.4349,495
traffic.mp4,car,0.4249,495
traffic.mp4,car,0.3936,495
traffic.mp4,bus,0.3753,495
traffic.mp4,car,0.3657,495
traffic.mp4,bus,0.3593,495
traffic.mp4,car,0.2906,495
traffic.mp4,car,0.7206,500
traffic.mp4,car,0.6977,500
traffic.mp4,car,0.6908,500
traffic.mp4,car,0.6394,500
traffic.mp4,truck,0.613,500
traffic.mp4,car,0.5367,500
traffic.mp4,truck,0.5144,500
traffic.mp4,car,0.4823,500
traffic.mp4,car,0.469,500
traffic.mp4,car,0.4658,500
traffic.mp4,bus,0.3779,500
traffic.mp4,car,0.3404,500
traffic.mp4,car,0.3141,500
traffic.mp4,car,0.3086,500
traffic.mp4,truck,0.2987,500
traffic.mp4,car,0.2807,500
traffic.mp4,truck,0.2539,500
traffic.mp4,car,0.7078,505
traffic.mp4,truck,0.6787,505
traffic.mp4,car,0.6591,505
traffic.mp4,car,0.6392,505
traffic.mp4,car,0.5989,505
traffic.mp4,car,0.583,505
traffic.mp4,truck,0.5142,505
traffic.mp4,car,0.5065,505
traffic.mp4,car,0.4745,505
traffic.mp4,car,0.444,505
traffic.mp4,car,0.4103,505
traffic.mp4,car,0.381,505
traffic.mp4,car,0.3029,505
traffic.mp4,car,0.2915,505
traffic.mp4,car,0.2912,505
traffic.mp4,car,0.2515,505
traffic.mp4,truck,0.6766,510
traffic.mp4,car,0.6237,510
traffic.mp4,car,0.5985,510
traffic.mp4,car,0.5868,510
traffic.mp4,car,0.4997,510
traffic.mp4,car,0.4961,510
traffic.mp4,car,0.4866,510
traffic.mp4,car,0.4575,510
traffic.mp4,car,0.4242,510
traffic.mp4,truck,0.4121,510
traffic.mp4,truck,0.3832,510
